wallet_address,total_reward,solved_predictions
0x0E75d39f1D643e6C879381C61cbeed51d2038CF0,86.8100,6
0x79541E99fbFFcf92bb6509aF59211B9b99f0e718,6.6900,6
0xe1722d171f5F39C8A8E14B05A9E0cFe1B87cc66A,2.8300,2
0x96E5271b951291EA3B07f0Eb460a0c9767504f94,0.6700,2
0xfd06FB6aB7528C05425dc07C81Cb64D6293f9417,5.6000,5
0x86A010f6877e1C45216A0bA541d9E6ac26cf489B,1.5200,2
0x2a267B724E19dFB298e6fc8363C5d8D473CeecB1,0.9300,3
0xac817751DdeD0a47eB5919704b83e27345330f13,3.7300,6
0x91DD5905419399912aE7AB3E3c6D64cF68A4d528,7.1300,2
0x334A309d1c83eE72ecdc405B990835cd76945b99,0.3300,1
0xd7246a8441DbB987F1cF57adF3545B70E24d2754,0.2500,1
0x17B06FFc54824E3fB5b23517827B716F22bbb73c,0.3500,1
0xF2cc368fDE7d4cE40c83fCDC319C14a7Fe8F5A67,11.9500,10
0x41d2A8d3F47F36e51494E492E25480cDc3d06E00,1.6500,3
0xBA79522B8F9316B118d492f8FFc9B6A1b81c9A1a,1.0300,2
0xdD531f4886229de6e97eEDE5ccfc6Fbb11c106b1,0.3200,2
0x1987a594273Cf60Ac766814c43810BE6a0F152Df,6.2200,5
0xf7E10aaE55e1A2CdEa836dDf690e0d29b1Be4628,0.5100,2
0xCFE2f264c7B2DE1e283b2a95a8032C0Cc9F2ad64,0.0800,1
0xf9c12c37269EF3De90E5830EE10508eA20079b04,0.7400,1
0x3d0E562B60096c30a5Fe4b6f7eA3EA17F9a275c3,0.4500,3
0x900fe037444c10942E84Fd7F20b612945346B53f,0.1400,1
0x0bd091e299f30366eaEe17dc57D89A85466BBC33,0.6000,1
0x98Cd36875331bAB6Af1d99fdDC6f41d32f9f7f23,0.1000,1
0xE4b99b6d6197eF467eCEf2B072a5d93c19e07DFa,0.9000,2
0xe32601266F939272B350f9b2257c0299b12b1326,1.6700,4
0x71A01057B05A862E0A1F4Ca63Db11Bd7cAf22c18,1.6700,4
0x9aDad199bEFf37F8094C8444FdbE6b4c75E77751,1.6700,4
0xDda125599007Be1933c3fDbc4c8F36658db3AD76,0.9900,2
0xEbb7226Fb1FB6D0001a040b19fA7ef9f04d187B1,0.9200,2
0xf59869812096F1f8abdFfcEcF067EB140b4FfC3C,1.2500,3
0x28BDC903E1f75863e1dec995285E8B2A08F021F1,0.2500,1
0xf1AdD2bc4bB7823Dd86420c66814dFed07D37574,4.2900,6
0x4697F3EE0dCfedcC45Cc355CEa2CD05AfEAC45Ac,0.1400,1
0x8Dec089A4e947309Ad09a97f6f6484022421Ccf2,1.1100,1
0x7d1651B13573233B181ffD92c5f0b1b731952E4b,3.6600,4
0xd658D78D2d962e7f91E0832A87e77bAC42aFe887,1.3000,2
0x050af5D601560310f28DB926544070c03D2d2b2B,0.1200,1
0x1e288D14610D891bc77ab17Ac947Fff58127b75B,0.5100,2
0x3F3D4663D83Aa60f78b4a1debb4374033C1C4D39,0.7400,1
0x8AeEDC00B71EA997a3a4c802e41e5dAe00F0b468,0.9300,3
0x20181B00d752351ba6E2AfC5Fac63A46f4f41ADE,0.0800,1
0x183D0E8F9C23A72BECEEDDfC8fD3eBe72070dE4B,0.2600,1
0x2Ed185436d4dDcb5e7dBDA1fa3Bb75d83D5CfEfa,0.4200,1
0x938D33dDEBDD0B13B9aE53da49E369A0F322cDa4,1.4000,3
0xa25EFdA4584D18C89bAA04E7d621FDF7E3D44eE3,2.2400,4
0x2D0986785dB76DDabb6c349FD03F9f31AA75679e,30.9200,7
0xE242485e4FE185EB7D932c9DE5BCF5e627D7F2fF,1.6700,4
0xd3a084095Dc4Fd347bb573ABadcb7A9bD935Ae63,3.1600,3
0xCD43526982380DE2eCA26d8De21E93BF2f117Fe8,1.6700,3
0xf4ffbc67b369478B85e6E777E49c1826726E1376,0.5100,2
0x6aD270301EcFeD89309A19F6601A6a2B3042e5e4,7.2100,7
0xE382a6E021e85AFD7Da98292101Ef6752E727E0e,0.1000,1
0x58a7543C8d65017BdA668D148ECfF69cDce1E6c8,0.0600,1
0xBE98EA6A948fF645d4eBb12ca051451A9c61be15,0.9300,3
0xa825B2C6E8b7a54F615DFCEAEC5c4acBE5aBA521,4.7100,2
0xfdBA4c65E74Da98D2b2afCEd5D9D9332A4E35bF1,3.5900,1
0x8B686460d28137F4b248dEf8c125e86e31068436,1.0000,1
0xed83bf5aE8439a784fCEC3a63E506b57A863273a,1.2600,3
0x6084aA693439d43AB9D5934c9B97d147ED67Bc75,12.0300,2
0x08155e92dbA20e203Ec4EB8327D1B06009A0dcd8,0.3300,1
0x64Ee732822e9218aE727BaE716375aD2266C607a,0.1600,2
0x25a33eAF574Da200EBb07Ded74EbD18f11783Cc3,0.1800,1
0x68A4D94491317ee0C847DE82708a9E3Debc6041a,0.4600,3
0xbD8e0f6c4882A4cc7170E077f6B59E668342BE75,1.5900,4
0xE4D402c4Fd07b443cC2b35461Eb1B0D2A1786827,1.0500,3
0x9b6f60494E2292Ea4A199176bc7fEFc4292831c7,1.1100,3
0x667225CC6E9b407b46B469B861E9D29A99cE9145,0.1000,1
0x6E47341D818C41f6a2837d1aD86745A49fFC2420,0.3700,2
0xB10BD33EBa58EbBf88339c288c0101c170d43FfC,1.1100,6
0xfdE7374991B1DC809f4fCD53c5f36b05fB737fAF,0.4600,3
0xa39BE58Ea361464860eB8F5E127709Dc6ceDBca1,0.1600,2
0x23C41ADA97794BDA6e941A4FABAD54b21aE776D5,0.0800,1
0x9edcec146a0F5e0AfB8e9d0b91C7fD1505B5F58b,0.0800,1
0xb66b5Bb7D115923Cc89df8b309859BD7A6e3C721,0.8100,3
0xB7409915aA2b302C0c3cB6E9Ddc7131B8590721F,0.8900,4
0xb374323396ae367F0d235EF4b25Bf9547a54B58E,0.1600,2
0xCE28da601AE4d6Aa2FFE5cDC47AbA40dc8037480,0.6000,4
0xfD091Ca7c4286386D7f6e797D6ad81256901a850,0.0800,1
0x3Fd08537F0A7f87b28A4F71f181105BB3d3b35bb,0.3800,1
0xefe1C87559D9f98Ccaf83046d3C898D2E628D778,1.2900,3
0x9bCb2E9bE853247a165A14e213C93A35196c401F,0.1000,1
0x0ee19f06971387209c8BDbB0a8027f0fF21A7239,1.1100,4
0x6C344E6053b81f9a29F7cFaDEAd16E29511D22D4,0.0800,1
0x910B3D9D28f8438d8093a5F7fd161f32da80259e,0.1400,1
0x797A89ADd2581B2a3f243bFE6fDc5005E1E739FB,0.1600,2
0xD8ec59878199A8D56DCc42f8bd120d6CDA952B5D,0.0800,1
0x4aC7007e749E301B8355f80766D3e6CE21dA0b3E,1.7100,6
0xdd62d7680C1402B987542ad3400F18908C71Ef62,1.7700,3
0xeCF0ec8b66ba7572D5ee36C4c56A0E5932657013,0.1600,2
0xb80463fbD5EEb52d7DD27aF39655AAb92c84a92D,0.0800,1
0x45B59135185C5B98c7B5E8536f5c4C78e97CFb30,0.4300,2
0x69051414378E056fF09BCCE73BAc0C67637cB39F,4.1800,3
0xfCf7E8f68f465A247888Bd8248Ed04F9b36495B9,0.1400,1
0x160D45B302e221CD9b27Ab669d45B11a5C1ff322,0.5700,1
0x894758D74b2f8297181acc1903d27d42391358EA,0.8800,5
0xaC001792EA42120B9B88Dc9Cb5355F6465bbbf24,1.1400,4
0x7ed755340BAde3F5e7bCc67577C73CA6EBd65A30,0.2200,2
0x75C3EeC8CE1Edb66FA721781a1f94fD8b5edA4dd,0.1600,2
0x3D6542E1B7A5776bd95C4CBa3E62294ea6ABBa40,1.0000,5
0x10a457ed0391C5Aca588B5bfFf6F2ba04348f87e,0.4500,3
0x3C0850BAd4C7c2CAC86B1507987B1436cDc94C66,0.5800,4
0xaC13254f76B63b671D3fd57793Cc0451Ad016819,1.4900,6
0x95c66D38b860f63cDB27BaC9627DE91015832C4e,0.1600,2
0x04D0EbBc816268F977d49DadbEceDea102E03573,0.2800,1
0xbc786B32D77b15160fd1Ad78adeb42f6CFd7755C,1.5800,5
0x756311a8eE888040f575e68966B2d3c7b3ca8719,2.4100,7
0xD490d9E50F5fA5BA0CD44D697F30D733068cFb03,0.1400,1
0x090CAfac1f3B1680fBCF9ED33E7EF19F09117Cc4,0.3000,3
0x0FCED2f27Aad76ACadFED7d40947d4cEE57C5d1d,0.2900,1
0x114A445A68D182E3Bad8b6334F5FD68deafD6F64,0.1600,2
0x7bD8530E353863175178893e0a29eC52fA579c2A,1.5300,7
0x19D8e45412092dc0eaEcCFA83e643b3C127a7a54,0.3000,3
0xaceDb5Fa7F7E9508EB4A50bc8B47a452d3BC9Fa6,1.5700,5
0x815C96C25b8e4336e7bd6E0Ca65FFBA01CDcCa56,0.8100,3
0xbB00bd5FDf21E02b6dfeb276522DCE1F26bac2Cd,0.1600,2
0xE144BeBBdFDbaa2958a85e1abC6D257779De4782,0.0800,1
0x637dCFf017472759bf4ed03B6d12A46929A66154,0.3300,2
0x8058a22022971Ee152fC54a8528aa5a8a8607969,0.1400,1
0xD7755F088d51CDacFcFed702311Db3D9a5974Cca,1.0500,5
0xcdF12982b856C456024aB7810aB979558F8bb7A1,0.0300,1
0x5De47C54c68409CB6F486075f9c999E30f4F6f05,1.7900,7
0xf0A1eFA050F231562FEE59f9293a3Ff241DfE4eB,1.4800,5
0xfb52fac719DCe588f26305117E093321AFAF9DB4,0.3000,3
0xC30E3BDdBD3Ae15EA0b022E21B0EbffD54cC223b,0.1600,2
0x46FeD5B85DB1Dff505Af410E434a428336692C48,0.1600,2
0x71c6d52795536cbbe30a504e88758375aE2e1db5,0.1400,1
0x1761c6f7aC66881213E91f6f4Edb9E5F9D6801d1,0.8300,1
0xFe6Cf1317288D87cEa9542b79550f4434316Aa59,0.3000,3
0x79F40C3BD5D7a4C73Ff737ca6DAE09E95d7488AC,2.1600,6
0x7e95d486d0740656C36CF0f09344D13B8f022C65,0.0800,1
0x6201d2aC3301b7dF512AEB13b9A8744E20683DdC,0.2700,4
0xFD99a51e92D93F7179cDd71C814BDb45D3887381,0.0800,1
0x8EB8df6226c374fB28EaAdd58b661B0CFeBEDa91,0.3300,2
0xE9d8dC3c550Fe88bF48222aEB3400d13EF8b9Bdc,0.4500,2
0x0d4B3B94b5dA89B4Dcd19426Fa3bBD369bA71E4E,2.7700,7
0x37170Fd559E3Ae9E8b05858c25875b7aDaF4937d,0.2200,2
0xa4161c84344C1F3f7E5FA31a83494945b09324f9,0.0300,1
0x43Edb77F07F8FA6d0Cdef6d8B957209B14c1486C,1.2000,5
0xC65AB3fDcc6F236D3671Af86bbD858E6968F2D9D,0.1600,2
0x525171427435A819bE8C50803c94E5c79A5f524b,0.1600,2
0xC6918741471A278ab93FbdE809bfCF30AA1b11F6,3.0000,7
0x404822a2E703f76FDBF388A3DacA426c13dEf9e4,0.9700,5
0xA9211fe7EeBDfBeE9dF433F58423697719EBd8DB,0.0800,1
0xAedCD32B5D8519e92D1b318Ba14A2182938f082e,1.4000,7
0x6C1292AB60C5785f6d82AAacDe7913901C1cd8A6,0.1600,2
0xea86F6Fb9A54C74705B4f2D7E2140B789B2d7294,0.3000,3
0x88e56c28F87932D4Cf5fa2C38945F6ffe13Abc22,0.0400,2
0xC967B950D716c8a65177fdD5a9E11117c7b424Ec,1.1900,4
0x7b321c0D87564b5d9f2C7F5b6f580E5E2f542538,0.0700,1
0x8eEF779818Afa953b0652e45438423ebE089F55A,0.3200,1
0x5E992cbf73319d2B139994d7D2F10865871e93CC,0.0800,1
0x8B7C701fF790179BB4E473063079354cdF7251f5,0.1600,2
0x015E2e34132Ba5129CfD15e64416976B1f5D7DE2,0.1400,1
0x71726cFF86cB031dbe4361319cCEBa88AE8EF5d8,0.2800,1
0xfFfa67D916f6e51c3069C459Ddc3df28dEFC3d68,0.5000,3
0x0a10255b4e9240EA3603d845873073B68E9B9AEc,0.8900,1
0x15603eE66225D4B290D1dC4F3Dce647225fBE234,0.2000,2
0x47B3Ba896A2614e9D23f55ca988074759644707f,0.2900,1
0x67Da02161705A261a729C559a4714e26c6D042CF,0.7400,4
0xa5792e04165da8FED3274eD7aAD2790bFc74fc0e,1.1200,6
0xAD466F1F08FbD3db06B037832d2d0b89D20C46D0,1.5000,6
0xDb25e90C8c0190c01539A057c94bED43ae5D8983,0.7300,4
0x5Cf98d2c1F80aB73cA962C8A106B989FD98b4579,0.4000,3
0x8C6C7fC4B89E11c5A4291eC792E7258Bc3842ccC,0.1600,2
0x575fA7ac7E4fCfdD66ed62602Ff28b0FCec47AD7,0.0800,1
0x2D22e91Bc3bbAb8D4e938ae8e17dC9eedE163533,0.5800,4
0x4952c928Af6a79B5e9Ef40e181bBAf32dC5671b5,0.8700,5
0x27Bad021a9d8B21Ed264d0Ae5bdFC3Bf3a4669E6,0.7100,4
0xC7cEc0ffbC666FF8851E2fb3829454BF4122555e,1.2500,5
0xd283A861aC2f16D31EBcc553Eb552f66aF149d1d,26.3500,6
0xD1712dbBe96CCe94aA6aD93110c255Ade3579414,0.1400,1
0xE7CB326fd0738F22F3d4AD5Dc369bb855aC064Cc,1.2500,5
0x9776BA818849b2663899a69CCA25695668ca9621,2.0000,7
0x272a166BE93DA4c2a91123AB7b3a504D637A363c,0.9800,4
0x136C67bC5848fc739A21C9C0ef2312370B029393,1.9100,6
0xc519280BbE1A9233685F856839602B8F5f3e3162,0.0800,1
0x3A4c3BB3A929a4cEbdEC9cCEdDf2c436074Bb7B3,0.0200,1
0x0FdF2E9954CC3F4e90cdFf7C01939fb19347F4bE,0.4600,3
0x79948Ad0847Da891fd996644635886e83dFBb483,1.2400,5
0xDEbC2967797cF3202c8d76a1a2b3F5b8171c9Bb8,0.0800,1
0x80EF2756a36Bf19FB1bE30d6C9C38716df316cB8,0.0800,1
0xf615df1e1d3390d36Ee4b9119b08e489D728C4B2,0.2400,1
0x5c6783369546732fa5dCC80dbf3CEdbAf8D35340,0.5800,4
0x95E89E7784b804f1f2277cC88E38F0E8812D4BA9,1.7600,6
0xAd7d1376F982F6898a2f4633B8aDc10cfc34D8C7,0.1600,2
0x6B63f1faf15DFb647f98cB1f8691bAcA43877795,0.1600,2
0xBfbb58c1c89197C819bB401E2a64290EE68CB5B0,0.1400,1
0x269eF59859797B409fB2f3892Da848ACEf4d63a7,0.0800,1
0x94FC32B9EbAF355c5641A793434b28CF7C8eDae3,0.5900,4
0x79eaD0eb40e5c73BDb28F4d6a211F392f6A5309F,0.1400,1
0xE3814eC47037Ef93b096ae8e0dbD450Efec13e8e,1.3400,5
0x957b28fC0527bcf883CDaca3B3b8cE94857FF7ba,0.6600,2
0x7563b6E6A136A88322d0d92B76b62cA3bd7bD750,1.2100,3
0x34643a309E7Dbd96F5fe5395c77baB133443D0Ab,1.2600,6
0x8F72f434264d23dbAf39a3Bf21E30C0128Ce8A5E,0.1600,2
0x74c93E5Bfb1f8adB3e022E32dabe3f5809B3A1e2,1.0500,3
0x1Ed30b8767C684464E6c6e8C98448D0318C928D2,1.2100,3
0xA929a8FabC8Cb5A0Be4dC67411896b5F0cc2f9ea,1.2500,5
0xb958Af016164fe27e1875E3cB032B5A503CA5f04,0.1600,2
0xC42Afb4cB33947737Ec0554603927afbEb4C5bEB,0.1600,2
0xE5b160bd5497E8f1e812D24B085Edd00a39c4f2e,1.8400,5
0x859ace4dd044933426b6F5ec95837e4153A3362d,0.5400,4
0xf284c158B7f782b7e5406FceBd454Cc44b77C65D,0.1400,1
0x73e19C7e79298320669118776bC96bb63B78aC0D,0.1100,1
0x1dd60CD74C518cb7a0BAC16587B67Ea8F24b8ba3,0.3800,2
0xA255F8711C15F7d125F0b15D407DD1Bd4bAe2B5e,0.8000,1
0xe4065D25168dd735203EC5Bf0Ea76a7cf737a76e,0.1400,1
0x06b4483D3216aC7954438844700D9d7E61aA0bAb,1.9500,2
0x7540Df1205C969158761fEF89743161d2370AF80,0.1100,3
0xD3B027C150338bE9F2a93729D7707CCE1684c323,0.6900,4
0xAefabA0D12d8AA486A7B59a17C95F4781374Ab0D,1.2500,3
0x3DcD6b95Be5DCA7237Ef98Baa2a67064d3E5e01e,0.0800,1
0x77a3482bd26361c322Ab7c2Bf6403CB9dF1a461C,0.8200,3
0x8993425e638E9d290A9463887f03F00Be01C1B00,0.3200,1
0x7dDA115dcff9935624F9b910F1b04A4d262000f7,2.3200,6
0x11e66b169CAc0E599CEC6fd876b962d341813Ef0,1.7900,7
0x6cE2F17EBb22B213A0cDa46D1A80b86439b596B8,1.4900,6
0xf2E1Eb5ed43cD853C990A4Ff5143e04C2D9585be,1.1900,6
0x5B27CA240323edA2F186dA345A0c9aCcDf808A64,0.4400,3
0x8C4816001CBed2490E822aFB6A14F04A24D5Ed3E,3.8400,7
0x4Ff5470fF0b9CC5a76E47B9c9b76F529Ff0A4280,1.2900,5
0x8E4333Df3131C8aB1406f0a9d9d0E9bB44990385,0.9000,5
0xB350d781e635aa00059697CB6C2a7a35Ed1a3301,2.4600,7
0x97aE14c5904020790C75C21d49B64b5F329a7Bbc,2.4000,7
0xdC58f8987564c5586549495c869661aEC142E8A8,2.6600,8
0xF08f784497F7B2974E784923aa97BE33936F0fBd,1.0300,5
0xA06481A7FffC1b5abD4256EBdA795F2d3cA96905,1.5000,6
0x41F3689D4fB2Be6F4da5BEB69EaEDc17ff4d0260,0.1400,1
0x4Ec0ac569C69db723BcaC07715d8A23c19Fd2422,3.4200,6
0x71442323556a74aa4a7A4d80812BE13Ad04B7502,0.1600,2
0xC3fA2bED41eb0204e87d0Ac2F77944437b9c4bf6,0.7400,4
0xCcd79ecD176AC9E1A21A1e0139e78C34460a392d,0.1600,2
0x51de04BA64428A9f97d416BEE349bB3765DebCd1,1.9900,5
0x959f231689CeD95B4aB236F80B95dB93CD542F5f,0.1700,1
0xe260d5F957a0fDdbe62532A57dbD2872f2236A12,0.5900,4
0xfDeed7225ecABf46F14f82f86737F9cED005F1Db,0.7300,4
0x183FE26D5f2F05D88C7503119acA927299106e3C,2.6700,7
0x03bC2716F6b19e0CCB62c57dF735BD3C3CA883c0,0.9200,3
0xB63e081DC01063FD007c1B11fEb9c71Fd69cD39e,0.1400,1
0x42Eb7FA03Fe5b5B0220498a499FdF5138C288a39,1.1000,4
0x37B08c83D5e4AFbdAa6D4ded9709ce3303FC317E,0.5900,4
0x0f089698bf94BF3051D41bFe5D81cB3a5E4236f1,2.5700,7
0x6C40EDE90C2C9acfD800BC0B9360BaBf5EeD6e18,0.0800,1
0xd484BA9dB2841d45531bc75Aef3ce573f57eB5e1,0.9700,2
0x4d2F5FFCE634c450D327E5c4A37BfC03eCD1D28F,1.1100,6
0x9c318EAcB5ef40Fbda4120BBB2b5b878888B14A0,1.1600,6
0x76718FFA8182879c63b24d15DF4CB9918196981C,1.4700,5
0x0067B76155F5ff4beB7cf9CE4A78ACb4B8b82c06,2.0600,7
0xC1795a91fc4983009bfbc190E943e082bdf4beC2,0.1400,1
0x374175ed64fd04c38E23Cb47eda7093031bB686e,1.5000,6
0x57Aa70F8e9A4d0Ad2047490722276eeEa21f259a,2.5300,7
0x1091a7d1Fa7D42c3117ed7d87FB32d360ae5dd71,0.1400,1
0xc5a1C67D7e24574e22d8644473EB0c4bC5750A1f,0.1600,2
0xf7e1474b087E74Afd482E5Cd869E2b1aE0dD9102,0.1400,1
0x86cE8c0a318513016f77FB7C41b6D5789c13dE7B,0.2400,1
0xB8F1F9D416E6E2d6aA123D2cB35900587Dc3559e,0.0300,1
0x6BE21f0fE9DA917822C1621b4a6909476b64958F,6.8000,4
0x12Ef4288eA98C798E0Ed8A0F3F23aaB09d17E0a9,0.1400,1
0x7686ccefBF0cA1c8E5c7C8C12AA99Aa33988D1C9,0.1600,2
0xB169e35255aEfB66337533E2170D35cdf954e242,1.0500,1
0x5b109781d4B172Ca51a93043B50e5A28Ac16f416,0.0300,1
0x17Ca77Ec9DC0234EeD9A58E2F05E3C163C3Ab176,0.3100,1
0x144Ad71EadcF37Ce87aA1B31C77A8842df7a0428,0.0800,1
0xbD6C855dAac8622c8176A5946d870E5B8c1b5394,0.1400,1
0x302c069EAbE4c74be0f515221798F5F8D37ec419,0.0800,1
0x8dbCcE858d83345EB42C0c9E6589fAded5A21df4,0.3000,3
0x0715E7AC3a57C2aA7fFD245A5Dcb3AaDa7bb9cdB,1.0800,4
0x210028aFcE3Da801D781C4F6d616Cf3B30C85Fa7,0.1900,1
0xA2491689B19C6975a64f757E0148e3e8009C10B4,0.0400,2
0x6b73F2b5ddf22A3E190893BBD83e2f0A882a7DaC,0.2000,2
0xFFb70A6bFD8AFF421cf5C8Fc4643F38b2bA1B385,0.9900,2
0xeFfA5C18169529B9992759B41e7E8332bA93Fdea,0.0900,1
0xcE3Adaf84cA4C12be986207CC90E4913386b2caB,0.1100,3
0x2e96F136aA8cBc2F308C56d40ef742a16C86c955,0.9100,8
0xBf6bE286a4c847E47f99E1ef87D52422d004b087,0.1600,2
0xeA2DB47A40330290549DA11DAeB0C97E691496ed,0.0200,1
0xF14a31E1de24A909D68Ba05084F87436fe566666,0.0800,1
0x816435747e2Ba756Df7C1236aA1e5b07F6E11Ee2,0.0800,1
0x31c6F4EC9367873e1E8aC0377377f0B1e89eB1Dc,0.2500,2
0xe84c77B1ecF076B37f855ed691E4527832A9C103,4.8200,9
0xA2aC8Cf385D9Ea5B877FF879e6bDCaCAA5FDCE46,0.1000,3
0x631E3C34baf6a04d6028812CC2593dcDf3bE1E5e,0.1300,3
0x3d7247A7109BB06a39CDD7459614bc70faf1dFd0,0.1600,2
0x4a714fbAa383Ac1556fd4a737fc7aB056d58dF57,0.1400,3
0xd6504fE8A9Be97924941163Cb8925a477e7CDBEE,0.0200,1
0x82D30712945c6Ad3e292020fDD4A99eFdAdC9904,0.0200,1
0x6431D912B9B12042494df2A7b1e901cD5f0DA7D6,0.0400,2
0xF79F79ffA2B711787045e24aCb7313864d05bF14,0.0700,1
0x3161d04Be1171901071ccD24B3169543930A846D,1.0500,2
0xe09f01Ef54696b6e5A416AcBf1bD026566884108,1.2100,11
0x822dbdA36a35d7A712DfD0e37Bc624437ce2bcca,0.2000,2
0xB2eC17F554cE4151E6B48BD6Ad7952f5932dC4B3,0.1600,2
0xADe9a4166d1176e4EA77B0fFEFF95dc95d188973,0.0700,1
0xFe769689bb76F54d33661388994058134C8eE98e,0.2700,2
0xf5F48dE2F9c29371BaE4B376D0b19B839bc33809,0.3000,3
0xfD2D70A8B5e6Db4D9724E58E4eF75b7FFCD5fC16,0.1000,1
0xDcda9a776f2ec0aAbaE110AE45ae937892354CD8,0.1700,1
0x1E8C0ea08E5CD42B02520509515ffb02C579ABA0,0.3800,2
0xfBaD9b2Cc874c4333B82E0Bc3F327b5b53a146eB,0.1500,1
0x7A9CAdC6886b80715b96176CCcA2390C81041e4F,0.1600,2
0xb585791106d318636e7dA819Ce17778214e9BC86,0.8200,5
0x0Fc9f19a5De076526e88a3cD3338d65b0FF9D3a5,0.0700,3
0xc7b9e92bd1c53d554419a04E5e512B4DBFbF9D0e,11.0900,2
0xF2783E313393B7d2db06B5A3A377198Cb776e150,0.1600,2
0x74ed0600e4b5c8d97eb32Fc44C5A57A2aEe49e69,0.2000,2
0x5D39678FbCE5d50d814CD8383948627A9341EaB8,0.0700,1
0x730bee50Ce303A13f92d0bd304C60d7C505b370E,5.0000,2
0x9D9043301D6305299ab94597D6DBDC8076584833,4.9000,1
0x1F893a913dDe7BE7Fd5c5D9d47c5905862fdA268,0.0800,1
0xb5734e9de56482A8cD1B0816aD42928683fEb6c1,0.1300,4
0x8a20DcE7a41A31E9BE6A37bE125A5Cf1F5D159B4,0.1300,4
0xACA0a23076DCcFE64ed6b9Aac2eE54713D4b4E95,0.1400,1
0x8d2A4f2fEC83002BE175F320ceDC99eBDfDd0eF5,0.0400,2
0x34655b9EA44e0CB43320abcdFa412bB2D2125A43,0.5400,4
0x94e7E7a0107F3Ad75126fA20a43cC46cc8CCd711,28.7400,4
0x3D92C693b1307a8DeCbc64c8AE52E413A36E2a2A,0.1300,4
0xCC37d654293CA77592e0a694aae0278A7B707817,0.0300,1
0xf1Eb310E0151A8f0C167ed6C25212E9CAdeF86b9,0.4000,3
0xfB8c9dAca63AB8fd0Fa585Cf028BCC6A571bd14D,0.0700,3
0x60C75dF6720f0Ea5a374Fa62bAb9Dcbaf21A5023,0.2800,1
0xfD91AA980EC656Ad1a23A344E5233Cd407E10710,0.1600,2
0xa5671e330E6ae68FDceD5eF43da78B1E437cDC27,0.0700,3
0xc951Ded68dEe0b76458B1f6Cf96df68DFc4f3152,0.1600,2
0x08F1121630d976610df96091B406aA9fb5Ea0B2B,1.0900,5
0x8bF8802f566f9A64eD946E7BC307f3c5678Db5c5,0.0200,1
0x8Bea1147f760ba125fF15Cfad09b7B92005C12A7,0.3700,1
0xf28699B8923a6f8c27622f469346e6afe235A9dD,0.2000,2
0xA131f6d159c20a29E5c86485263f9e0562fAf8F9,0.0300,1
0x86FE0619d140715A1C4414faC92Ac1E11b76c517,0.1700,1
0x741f2DcDFCEC53493B41cdb6655c7CA57680120c,0.0400,2
0x8A81ff495B09dd173372B1df2cFEF6eC0f2832Fa,0.1000,1
0xB6a993bd24Bb06175a3198f1297830777Af47B07,0.0400,2
0x5d0e8a9C90Fd13103E3db8F01ADed844D0fD8C49,0.2900,2
0xd4dC837D2cB27ba32b2941999e2ECFcbCA1DfFA5,0.8300,4
0xdc66f4759F4bf0184580E26A4dE697c8FD972810,0.0800,1
0x281F61095F91A7D46b77a0A2eC8B8Ffa51CBCa37,0.5700,1
0x859d1b8631499429961D4c2c9f7F3B308A628Df1,0.1600,2
0xa079A65e9721c708eFae4f9E6005C0989F6aEDCF,0.0800,1
0x83A69021Df526C432a0d592Febf2D2B2Ac742Da1,0.0800,1
0x1f30a735D2C563987Fa3cB78DB3c019fD6fEE5F7,1.1000,2
0x64Cbe19876ae9DFc36886Aa91d84CDB9FEEde473,0.3700,1
0x12b5943104b11033BbE198Bf24EdC55c514E0842,0.2200,2
0xe1ec10b56697ac1DdE1f52C46833C94Cd076A85F,0.3000,3
0xa724277A65312f807a11AC009613dE4890a86886,0.0700,3
0x4b8810a423537D3FBB6971B3138a3b62cB5a836a,0.5100,2
0x10c6A1b97Dd523b8EF359c822efF21eBb4fC072e,0.1600,2
0xB261E802b7c98CA3F074CaE1aabD070A70429852,0.0800,2
0x4077119807193D1454F8302B39d59DAfad16eB63,20.9800,4
0x93EBf320B01FC0645aB3E84BFBD1a2A481A1AD80,0.1000,2
0xB4eAfd8d8F16ee7e063f3A8ADEf697Ba9A3139dc,0.5900,2
0x3024709bee5c25831Bf79Facc335a2012Aeb259f,0.0400,2
0x77ea3D4427EFbe5e3951d33197a970522FF2DfF0,1.0800,2
0x8341cc0e34FF4bA7B8C923424edD7A0e969a7700,0.2800,1
0x20f6f2EED443338D5B2fb219F0209e50Afb0f29b,0.0800,1
0x6DC25d7B0aa111aef2C68fD22969A47DD0ef279A,0.2800,1
0xc363871cbfc57Dfb724a065bF3D16c5c4Def0Df7,0.0800,1
0xb8dA8F31523CFC3765779C62AE3003d71c8e100d,20.5800,1
0xF323654370096969A14Bf0D4f46E02203E4728A3,0.4800,3
0x8Fc17Fe8b2F972a679A32ff0B8aac4D7055e4BC6,1.5700,4
0x55B45389df3C9957455981a651D1E87F4DffCAE7,0.5100,2
0x9574a9Ef8cCF0594F4f0e9929e95EC676d560036,0.0200,1
0xF5ECDc1C6e50B6712Ff35829EA70355ec43aB877,0.0900,2
0x84A8a8aeE72A0951D66951B58B2b991436b19343,0.3700,3
0x21D7eFeA9fd66C84370f370eCA75969aA6B58DaB,1.0200,5
0xc63C597398b83A792a4a05269C882e72E4975989,0.0800,1
